0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,-2,-2,0,x,0,x,0,x,0,-2,0,-6,2,-6,-6,-6,-3,0,0,0,2,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,-2,-2,0,2,0,-2,0,-6,2,8,-6,-6,-3,0,0,x,2,0,0,0,0,-6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4
0,-2,0,2,0,-2,0,2,0,-2,0,2,-2,-2,0,x,2,-2,-6,x,0,-2,0,x,2,0,0,0,0,-6,0,8,2,-6,-3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,-2,-2,-6,2,0,-2,-6,0,2,-2,-6,0,0,-6,0,0,2,-6,0,2,0,-3,0,0,2,0,0,0,0,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,-2,0,2,0,-2,-6,2,-2,-2,-6,2,2,-2,-6,2,0,-2,0,0,2,-6,0,0,0,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4
-6,2,-2,-2,-6,2,x,-2,-6,2,0,-2,-6,2,2,x,-6,2,0,-2,0,0,2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-6,2,0,-2,-6,2,2,-2,-6,2,0,-2,0,2,2,x,0,2,0,-2,2,0,x,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6,2,2,-2,-6,2,0,-2,0,2,2,-2,0,2,0,-2,0,2,2,x,0,2,0,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,2,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,0,2,2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,2,0,-2,0,2,2,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,2,2,x,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,0,2,2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,2,2,x,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,x,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0,0,0
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2,0,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0,0,2
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0,0,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0,2,0
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,0,0
